Title,Title20,Country/Region,SCIE,SSCI
ADVANCES IN APPLIED MATHEMATICS,ADV APPL MATH,UNITED STATES,Yes,
ADVANCES IN APPLIED MATHEMATICS AND MECHANICS,ADV APPL MATH MECH,HONG KONG,Yes,
ADVANCES IN APPLIED MECHANICS,ADV APPL MECH,UNITED STATES,Yes,
ADVANCES IN APPLIED MICROBIOLOGY,ADV APPL MICROBIOL,UNITED STATES,Yes,
ADVANCES IN APPLIED PROBABILITY,ADV APPL PROBAB,ENGLAND,Yes,
ADVANCES IN ASTRONOMY,ADV ASTRON,UNITED STATES,Yes,
ADVANCES IN ATMOSPHERIC SCIENCES,ADV ATMOS SCI,PEOPLES R CHINA,Yes,
ADVANCES IN ATOMIC MOLECULAR AND OPTICAL PHYSICS,ADV ATOM MOL OPT PHY,UNITED STATES,Yes,
ADVANCES IN BIOCHEMICAL ENGINEERING-BIOTECHNOLOGY,ADV BIOCHEM ENG BIOT,UNITED STATES,Yes,
ADVANCES IN BOTANICAL RESEARCH,ADV BOT RES,UNITED STATES,Yes,
ADVANCES IN CALCULUS OF VARIATIONS,ADV CALC VAR,GERMANY,Yes,
ADVANCES IN CANCER RESEARCH,ADV CANCER RES,UNITED STATES,Yes,
ADVANCES IN CARBOHYDRATE CHEMISTRY AND BIOCHEMISTRY,ADV CARBOHYD CHEM BI,UNITED STATES,Yes,
ADVANCES IN CATALYSIS,ADV CATAL,UNITED STATES,Yes,
ADVANCES IN CEMENT RESEARCH,ADV CEM RES,ENGLAND,Yes,
ADVANCES IN CHEMICAL PHYSICS,ADV CHEM PHYS,UNITED STATES,Yes,
ADVANCES IN CHILD DEVELOPMENT AND BEHAVIOR,ADV CHILD DEV BEHAV,UNITED STATES,,Yes
ADVANCES IN CHROMATOGRAPHY,ADV CHROMATOGR,UNITED STATES,Yes,
ADVANCES IN CHRONIC KIDNEY DISEASE,ADV CHRONIC KIDNEY D,UNITED STATES,Yes,
ADVANCES IN CIVIL ENGINEERING,ADV CIV ENG,UNITED STATES,Yes,
ADVANCES IN CLIMATE CHANGE RESEARCH,ADV CLIM CHANG RES,PEOPLES R CHINA,Yes,
ADVANCES IN CLINICAL AND EXPERIMENTAL MEDICINE,ADV CLIN EXP MED,POLAND,Yes,
ADVANCES IN CLINICAL CHEMISTRY,ADV CLIN CHEM,UNITED STATES,Yes,
ADVANCES IN COGNITIVE PSYCHOLOGY,ADV COGN PSYCHOL,POLAND,,Yes
ADVANCES IN COLLOID AND INTERFACE SCIENCE,ADV COLLOID INTERFAC,NETHERLANDS,Yes,
ADVANCES IN COMPLEX SYSTEMS,ADV COMPLEX SYST,SINGAPORE,Yes,
ADVANCES IN COMPUTATIONAL MATHEMATICS,ADV COMPUT MATH,NETHERLANDS,Yes,
ADVANCES IN COMPUTERS,ADV COMPUT,UNITED STATES,Yes,
ADVANCES IN CONCRETE CONSTRUCTION,ADV CONCR CONSTR,SOUTH KOREA,Yes,
ADVANCES IN CONDENSED MATTER PHYSICS,ADV COND MATTER PHYS,UNITED STATES,Yes,
ADVANCES IN DATA ANALYSIS AND CLASSIFICATION,ADV DATA ANAL CLASSI,GERMANY,Yes,
ADVANCES IN DIFFERENCE EQUATIONS,ADV DIFFER EQU-NY,UNITED STATES,Yes,
ADVANCES IN DIFFERENTIAL EQUATIONS,ADV DIFFERENTIAL EQU,UNITED STATES,Yes,
ADVANCES IN ECOLOGICAL RESEARCH,ADV ECOL RES,UNITED STATES,Yes,
ADVANCES IN ELECTRICAL AND COMPUTER ENGINEERING,ADV ELECTR COMPUT EN,ROMANIA,Yes,
ADVANCES IN ENGINEERING SOFTWARE,ADV ENG SOFTW,ENGLAND,Yes,
ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY,ADV EXP MED BIOL,UNITED STATES,Yes,
ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,ADV EXP SOC PSYCHOL,UNITED STATES,,Yes
ADVANCES IN GENETICS,ADV GENET,UNITED STATES,Yes,
ADVANCES IN GEOMETRY,ADV GEOM,GERMANY,Yes,
ADVANCES IN GEOPHYSICS,ADV GEOPHYS,UNITED STATES,Yes,
ADVANCES IN HEALTH SCIENCES EDUCATION,ADV HEALTH SCI EDUC,UNITED STATES,Yes,Yes
ADVANCES IN HETEROCYCLIC CHEMISTRY,ADV HETEROCYCL CHEM,UNITED STATES,Yes,
ADVANCES IN HIGH ENERGY PHYSICS,ADV HIGH ENERGY PHYS,UNITED STATES,Yes,
ADVANCES IN IMMUNOLOGY,ADV IMMUNOL,UNITED STATES,Yes,
ADVANCES IN INORGANIC CHEMISTRY,ADV INORG CHEM,UNITED STATES,Yes,
ADVANCES IN INSECT PHYSIOLOGY,ADV INSECT PHYSIOL,UNITED STATES,Yes,
ADVANCES IN LIFE COURSE RESEARCH,ADV LIFE COURSE RES,ENGLAND,,Yes
ADVANCES IN MANUFACTURING,ADV MANUF,PEOPLES R CHINA,Yes,
ADVANCES IN MARINE BIOLOGY,ADV MAR BIOL,UNITED STATES,Yes,
ADVANCES IN MATERIALS SCIENCE AND ENGINEERING,ADV MATER SCI ENG,UNITED STATES,Yes,
ADVANCES IN MATHEMATICAL PHYSICS,ADV MATH PHYS,UNITED STATES,Yes,
ADVANCES IN MATHEMATICS,ADV MATH,UNITED STATES,Yes,
ADVANCES IN MATHEMATICS OF COMMUNICATIONS,ADV MATH COMMUN,UNITED STATES,Yes,
ADVANCES IN MECHANICAL ENGINEERING,ADV MECH ENG,ENGLAND,Yes,
ADVANCES IN MEDICAL SCIENCES,ADV MED SCI-POLAND,POLAND,Yes,
ADVANCES IN METEOROLOGY,ADV METEOROL,UNITED STATES,Yes,
ADVANCES IN MICROBIAL PHYSIOLOGY,ADV MICROB PHYSIOL,UNITED STATES,Yes,
ADVANCES IN NANO RESEARCH,ADV NANO RES,SOUTH KOREA,Yes,
ADVANCES IN NEONATAL CARE,ADV NEONAT CARE,UNITED STATES,Yes,Yes
ADVANCES IN NONLINEAR ANALYSIS,ADV NONLINEAR ANAL,GERMANY,Yes,
ADVANCES IN NURSING SCIENCE,ADV NURS SCI,UNITED STATES,Yes,Yes
ADVANCES IN NUTRITION,ADV NUTR,UNITED STATES,Yes,
ADVANCES IN OPTICS AND PHOTONICS,ADV OPT PHOTONICS,UNITED STATES,Yes,
ADVANCES IN ORGANOMETALLIC CHEMISTRY,ADV ORGANOMET CHEM,UNITED STATES,Yes,
ADVANCES IN PARASITOLOGY,ADV PARASIT,UNITED STATES,Yes,
ADVANCES IN PHYSICAL ORGANIC CHEMISTRY,ADV PHYS ORG CHEM,UNITED STATES,Yes,
ADVANCES IN PHYSICS,ADV PHYS,ENGLAND,Yes,
ADVANCES IN PHYSICS-X,ADV PHYS-X,ENGLAND,Yes,
ADVANCES IN PHYSIOLOGY EDUCATION,ADV PHYSIOL EDUC,UNITED STATES,Yes,
ADVANCES IN POLYMER SCIENCE,ADV POLYM SCI,SWITZERLAND,Yes,
ADVANCES IN POLYMER TECHNOLOGY,ADV POLYM TECH,UNITED STATES,Yes,
ADVANCES IN PRODUCTION ENGINEERING & MANAGEMENT,ADV PROD ENG MANAG,SLOVENIA,Yes,
ADVANCES IN PROTEIN CHEMISTRY AND STRUCTURAL BIOLOGY,ADV PROTEIN CHEM STR,UNITED STATES,Yes,
ADVANCES IN QUANTUM CHEMISTRY,ADV QUANTUM CHEM,UNITED STATES,Yes,
ADVANCES IN RHEUMATOLOGY,ADV RHEUMATOL,ENGLAND,Yes,
ADVANCES IN SKIN & WOUND CARE,ADV SKIN WOUND CARE,UNITED STATES,Yes,Yes
ADVANCES IN SPACE RESEARCH,ADV SPACE RES,ENGLAND,Yes,
ADVANCES IN STRATEGIC MANAGEMENT-A RESEARCH ANNUAL,ADV STRATEG MANAGE,ENGLAND,,Yes
ADVANCES IN STRUCTURAL ENGINEERING,ADV STRUCT ENG,UNITED STATES,Yes,
ADVANCES IN THE STUDY OF BEHAVIOR,ADV STUD BEHAV,UNITED STATES,Yes,
ADVANCES IN THEORETICAL AND MATHEMATICAL PHYSICS,ADV THEOR MATH PHYS,UNITED STATES,Yes,
ADVANCES IN THERAPY,ADV THER,ENGLAND,Yes,
ADVANCES IN VIRUS RESEARCH,ADV VIRUS RES,UNITED STATES,Yes,
ADVANCES IN WATER RESOURCES,ADV WATER RESOUR,ENGLAND,Yes,
ADVANCES IN WOUND CARE,ADV WOUND CARE,UNITED STATES,Yes,
AEOLIAN RESEARCH,AEOLIAN RES,ENGLAND,Yes,
AEQUATIONES MATHEMATICAE,AEQUATIONES MATH,SWITZERLAND,Yes,
AERA OPEN,AERA OPEN,UNITED STATES,,Yes
AEROBIOLOGIA,AEROBIOLOGIA,NETHERLANDS,Yes,
AERONAUTICAL JOURNAL,AERONAUT J,ENGLAND,Yes,
AEROSOL SCIENCE AND TECHNOLOGY,AEROSOL SCI TECH,UNITED STATES,Yes,
AEROSPACE AMERICA,AEROSPACE AM,UNITED STATES,Yes,
AEROSPACE MEDICINE AND HUMAN PERFORMANCE,AEROSP MED HUM PERF,UNITED STATES,Yes,
AEROSPACE SCIENCE AND TECHNOLOGY,AEROSP SCI TECHNOL,FRANCE,Yes,
AESTHETIC PLASTIC SURGERY,AESTHET PLAST SURG,UNITED STATES,Yes,
AESTHETIC SURGERY JOURNAL,AESTHET SURG J,UNITED STATES,Yes,
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,AEU-INT J ELECTRON C,GERMANY,Yes,
AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK,AFFILIA J WOM SOC WO,UNITED STATES,,Yes
AFINIDAD,AFINIDAD,SPAIN,Yes,
AFRICA,AFRICA,SCOTLAND,,Yes
AFRICA SPECTRUM,AFR SPECTR,GERMANY,,Yes
AFRICAN AFFAIRS,AFR AFFAIRS,ENGLAND,,Yes
AFRICAN AND ASIAN STUDIES,AFR ASIAN STUD,NETHERLANDS,,Yes
AFRICAN ARCHAEOLOGICAL REVIEW,AFR ARCHAEOL REV,UNITED STATES,,Yes
AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,AFR DEV REV,ENGLAND,,Yes
AFRICAN ENTOMOLOGY,AFR ENTOMOL,SOUTH AFRICA,Yes,
AFRICAN HEALTH SCIENCES,AFR HEALTH SCI,UGANDA,Yes,
AFRICAN INVERTEBRATES,AFR INVERTEBR,SOUTH AFRICA,Yes,
AFRICAN JOURNAL OF AQUATIC SCIENCE,AFR J AQUAT SCI,SOUTH AFRICA,Yes,
AFRICAN JOURNAL OF ECOLOGY,AFR J ECOL,ENGLAND,Yes,
AFRICAN JOURNAL OF HERPETOLOGY,AFR J HERPETOL,ENGLAND,Yes,
AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE,AFR J LIBR ARCH INFO,NIGERIA,,Yes
AFRICAN JOURNAL OF MARINE SCIENCE,AFR J MAR SCI,SOUTH AFRICA,Yes,
AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,AFR J RANGE FOR SCI,SOUTH AFRICA,Yes,
AFRICAN JOURNAL OF REPRODUCTIVE HEALTH,AFR J REPROD HEALTH,NIGERIA,,Yes
AFRICAN JOURNAL OF WILDLIFE RESEARCH,AFR J WILDL RES,SOUTH AFRICA,Yes,
AFRICAN JOURNALISM STUDIES,AFR JOURNAL STUD,ENGLAND,,Yes
AFRICAN STUDIES,AFR STUD-UK,ENGLAND,,Yes
AFRICAN STUDIES REVIEW,AFR STUD REV,UNITED STATES,,Yes
AFRICAN ZOOLOGY,AFR ZOOL,SOUTH AFRICA,Yes,
AFRICANA LINGUISTICA,AFR LINGUIST,BELGIUM,,Yes
AGE AND AGEING,AGE AGEING,ENGLAND,Yes,
AGEING & SOCIETY,AGEING SOC,ENGLAND,,Yes
AGEING RESEARCH REVIEWS,AGEING RES REV,IRELAND,Yes,
AGGRESSION AND VIOLENT BEHAVIOR,AGGRESS VIOLENT BEH,ENGLAND,,Yes
AGGRESSIVE BEHAVIOR,AGGRESSIVE BEHAV,UNITED STATES,Yes,Yes
AGING & MENTAL HEALTH,AGING MENT HEALTH,ENGLAND,Yes,Yes
AGING AND DISEASE,AGING DIS,UNITED STATES,Yes,
AGING CELL,AGING CELL,ENGLAND,Yes,
AGING CLINICAL AND EXPERIMENTAL RESEARCH,AGING CLIN EXP RES,ITALY,Yes,
AGING NEUROPSYCHOLOGY AND COGNITION,AGING NEUROPSYCHOL C,ENGLAND,,Yes
AGING-US,AGING-US,UNITED STATES,Yes,
AGRARFORSCHUNG SCHWEIZ,AGRARFORSCH SCHWEIZ+,SWITZERLAND,Yes,
AGREKON,AGREKON,SOUTH AFRICA,Yes,
AGRIBUSINESS,AGRIBUSINESS,UNITED STATES,Yes,Yes
AGRICULTURAL AND FOOD SCIENCE,AGR FOOD SCI,FINLAND,Yes,
AGRICULTURAL AND FOREST ENTOMOLOGY,AGR FOREST ENTOMOL,ENGLAND,Yes,
AGRICULTURAL AND FOREST METEOROLOGY,AGR FOREST METEOROL,NETHERLANDS,Yes,
AGRICULTURAL ECONOMICS,AGR ECON-BLACKWELL,UNITED STATES,Yes,Yes
AGRICULTURAL ECONOMICS-ZEMEDELSKA EKONOMIKA,AGR ECON-CZECH,CZECH REPUBLIC,Yes,Yes
AGRICULTURAL HISTORY,AGR HIST,UNITED STATES,Yes,Yes
AGRICULTURAL SYSTEMS,AGR SYST,NETHERLANDS,Yes,
AGRICULTURAL WATER MANAGEMENT,AGR WATER MANAGE,NETHERLANDS,Yes,
AGRICULTURE AND HUMAN VALUES,AGR HUM VALUES,NETHERLANDS,Yes,Yes
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,AGR ECOSYST ENVIRON,NETHERLANDS,Yes,
AGRICULTURE-BASEL,AGRICULTURE-BASEL,SWITZERLAND,Yes,
AGROCHIMICA,AGROCHIMICA,ITALY,Yes,
AGROCIENCIA,AGROCIENCIA-MEXICO,MEXICO,Yes,
AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS,AGROECOL SUST FOOD,UNITED STATES,Yes,
AGROFORESTRY SYSTEMS,AGROFOREST SYST,NETHERLANDS,Yes,
AGRONOMY FOR SUSTAINABLE DEVELOPMENT,AGRON SUSTAIN DEV,FRANCE,Yes,
AGRONOMY JOURNAL,AGRON J,UNITED STATES,Yes,
AGRONOMY-BASEL,AGRONOMY-BASEL,SWITZERLAND,Yes,
AI COMMUNICATIONS,AI COMMUN,NETHERLANDS,Yes,
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,UNITED STATES,Yes,
AI MAGAZINE,AI MAG,UNITED STATES,Yes,
AIAA JOURNAL,AIAA J,UNITED STATES,Yes,
AIBR-REVISTA DE ANTROPOLOGIA IBEROAMERICANA,AIBR-REV ANTROPOL IB,SPAIN,,Yes
AICHE JOURNAL,AICHE J,UNITED STATES,Yes,
AIDS,AIDS,UNITED STATES,Yes,
AIDS AND BEHAVIOR,AIDS BEHAV,UNITED STATES,,Yes
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,AIDS CARE,ENGLAND,,Yes
AIDS EDUCATION AND PREVENTION,AIDS EDUC PREV,UNITED STATES,,Yes
AIDS PATIENT CARE AND STDS,AIDS PATIENT CARE ST,UNITED STATES,Yes,Yes
AIDS RESEARCH AND HUMAN RETROVIRUSES,AIDS RES HUM RETROV,UNITED STATES,Yes,
AIDS RESEARCH AND THERAPY,AIDS RES THER,ENGLAND,Yes,
AIDS REVIEWS,AIDS REV,SPAIN,Yes,
AIMS MATHEMATICS,AIMS MATH,UNITED STATES,Yes,
AIN SHAMS ENGINEERING JOURNAL,AIN SHAMS ENG J,EGYPT,Yes,
AIP ADVANCES,AIP ADV,UNITED STATES,Yes,
AIR QUALITY ATMOSPHERE AND HEALTH,AIR QUAL ATMOS HLTH,NETHERLANDS,Yes,
AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY,AIRCR ENG AEROSP TEC,ENGLAND,Yes,
AJAR-AFRICAN JOURNAL OF AIDS RESEARCH,AJAR-AFR J AIDS RES,SOUTH AFRICA,Yes,Yes
AJIDD-AMERICAN JOURNAL ON INTELLECTUAL AND DEVELOPMENTAL DISABILITIES,AJIDD-AM J INTELLECT,UNITED STATES,,Yes
AKTUELLE RHEUMATOLOGIE,AKTUEL RHEUMATOL,GERMANY,Yes,
AKTUELLE UROLOGIE,AKTUEL UROL,GERMANY,Yes,
ALCHERINGA,ALCHERINGA,ENGLAND,Yes,
ALCOHOL,ALCOHOL,UNITED STATES,Yes,
ALCOHOL AND ALCOHOLISM,ALCOHOL ALCOHOLISM,ENGLAND,Yes,Yes
ALCOHOL RESEARCH-CURRENT REVIEWS,ALCOHOL RES-CURR REV,UNITED STATES,,Yes
ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,ALCOHOL CLIN EXP RES,UNITED STATES,Yes,
ALDRICHIMICA ACTA,ALDRICHIM ACTA,UNITED STATES,Yes,
ALEA-LATIN AMERICAN JOURNAL OF PROBABILITY AND MATHEMATICAL STATISTICS,ALEA-LAT AM J PROBAB,BRAZIL,Yes,
ALEXANDRIA ENGINEERING JOURNAL,ALEX ENG J,EGYPT,Yes,
ALGAE,ALGAE-SEOUL,SOUTH KOREA,Yes,
ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS,ALGAL RES,NETHERLANDS,Yes,
ALGEBRA & NUMBER THEORY,ALGEBR NUMBER THEORY,UNITED STATES,Yes,
ALGEBRA AND LOGIC,ALGEBR LOG+,RUSSIA,Yes,
ALGEBRA COLLOQUIUM,ALGEBR COLLOQ,PEOPLES R CHINA,Yes,
ALGEBRA UNIVERSALIS,ALGEBR UNIV,SWITZERLAND,Yes,
ALGEBRAIC AND GEOMETRIC TOPOLOGY,ALGEBR GEOM TOPOL,ENGLAND,Yes,
ALGEBRAIC GEOMETRY,ALGEBRAIC GEOM,SWITZERLAND,Yes,
ALGEBRAS AND REPRESENTATION THEORY,ALGEBR REPRESENT TH,NETHERLANDS,Yes,
ALGORITHMICA,ALGORITHMICA,UNITED STATES,Yes,
ALGORITHMS FOR MOLECULAR BIOLOGY,ALGORITHM MOL BIOL,ENGLAND,Yes,
ALIMENTARY PHARMACOLOGY & THERAPEUTICS,ALIMENT PHARM THER,ENGLAND,Yes,
ALLELOPATHY JOURNAL,ALLELOPATHY J,INDIA,Yes,
ALLERGOLOGIA ET IMMUNOPATHOLOGIA,ALLERGOL IMMUNOPATH,SPAIN,Yes,
ALLERGOLOGIE,ALLERGOLOGIE,GERMANY,Yes,
ALLERGOLOGY INTERNATIONAL,ALLERGOL INT,JAPAN,Yes,
ALLERGY,ALLERGY,ENGLAND,Yes,
ALLERGY AND ASTHMA PROCEEDINGS,ALLERGY ASTHMA PROC,UNITED STATES,Yes,
ALLERGY ASTHMA & IMMUNOLOGY RESEARCH,ALLERGY ASTHMA IMMUN,SOUTH KOREA,Yes,
ALLERGY ASTHMA AND CLINICAL IMMUNOLOGY,ALLERGY ASTHMA CL IM,ENGLAND,Yes,
ALLGEMEINE FORST UND JAGDZEITUNG,ALLG FORST JAGDZTG,GERMANY,Yes,
ALPINE BOTANY,ALPINE BOT,SWITZERLAND,Yes,
ALTERNATIVE THERAPIES IN HEALTH AND MEDICINE,ALTERN THER HEALTH M,UNITED STATES,Yes,
ALTERNATIVES,ALTERNATIVES,UNITED STATES,,Yes
ALTEX-ALTERNATIVES TO ANIMAL EXPERIMENTATION,ALTEX-ALTERN ANIM EX,GERMANY,Yes,
ALZHEIMER DISEASE & ASSOCIATED DISORDERS,ALZ DIS ASSOC DIS,UNITED STATES,Yes,
ALZHEIMERS & DEMENTIA,ALZHEIMERS DEMENT,UNITED STATES,Yes,
ALZHEIMERS RESEARCH & THERAPY,ALZHEIMERS RES THER,ENGLAND,Yes,
AMA-AGRICULTURAL MECHANIZATION IN ASIA AFRICA AND LATIN AMERICA,AMA-AGR MECH ASIA AF,JAPAN,Yes,
AMB EXPRESS,AMB EXPRESS,GERMANY,Yes,
AMBIO,AMBIO,SWEDEN,Yes,
AMBIX,AMBIX,ENGLAND,Yes,
AMEGHINIANA,AMEGHINIANA,ARGENTINA,Yes,
AMERICAN ANNALS OF THE DEAF,AM ANN DEAF,UNITED STATES,,Yes
AMERICAN ANTHROPOLOGIST,AM ANTHROPOL,UNITED STATES,,Yes
AMERICAN ANTIQUITY,AM ANTIQUITY,UNITED STATES,,Yes
AMERICAN BANKRUPTCY LAW JOURNAL,AM BANKRUPT LAW J,UNITED STATES,,Yes
AMERICAN BEHAVIORAL SCIENTIST,AM BEHAV SCI,UNITED STATES,,Yes
AMERICAN BIOLOGY TEACHER,AM BIOL TEACH,UNITED STATES,Yes,
AMERICAN BUSINESS LAW JOURNAL,AM BUS LAW J,UNITED STATES,,Yes
AMERICAN CERAMIC SOCIETY BULLETIN,AM CERAM SOC BULL,UNITED STATES,Yes,
AMERICAN CRIMINAL LAW REVIEW,AM CRIM LAW REV,UNITED STATES,,Yes
AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,AM ECON J-APPL ECON,UNITED STATES,,Yes
AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,AM ECON J-ECON POLIC,UNITED STATES,,Yes
AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AM ECON J-MACROECON,UNITED STATES,,Yes
AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,AM ECON J-MICROECON,UNITED STATES,,Yes
AMERICAN ECONOMIC REVIEW,AM ECON REV,UNITED STATES,,Yes
AMERICAN EDUCATIONAL RESEARCH JOURNAL,AM EDUC RES J,UNITED STATES,,Yes
AMERICAN ETHNOLOGIST,AM ETHNOL,UNITED STATES,,Yes
AMERICAN FAMILY PHYSICIAN,AM FAM PHYSICIAN,UNITED STATES,Yes,
AMERICAN FERN JOURNAL,AM FERN J,UNITED STATES,Yes,
AMERICAN HEALTH AND DRUG BENEFITS,AM HEALTH DRUG BENEF,UNITED STATES,Yes,Yes
AMERICAN HEART JOURNAL,AM HEART J,UNITED STATES,Yes,
AMERICAN HISTORICAL REVIEW,AM HIST REV,UNITED STATES,,Yes
AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,AM INDIAN ALASKA NAT,UNITED STATES,,Yes
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,AM J AGR ECON,UNITED STATES,Yes,Yes
AMERICAN JOURNAL OF ALZHEIMERS DISEASE AND OTHER DEMENTIAS,AM J ALZHEIMERS DIS,UNITED STATES,Yes,
AMERICAN JOURNAL OF AUDIOLOGY,AM J AUDIOL,UNITED STATES,Yes,
AMERICAN JOURNAL OF BIOETHICS,AM J BIOETHICS,UNITED STATES,Yes,Yes
AMERICAN JOURNAL OF BOTANY,AM J BOT,UNITED STATES,Yes,
AMERICAN JOURNAL OF CANCER RESEARCH,AM J CANCER RES,UNITED STATES,Yes,
AMERICAN JOURNAL OF CARDIOLOGY,AM J CARDIOL,UNITED STATES,Yes,
AMERICAN JOURNAL OF CARDIOVASCULAR DRUGS,AM J CARDIOVASC DRUG,NEW ZEALAND,Yes,
AMERICAN JOURNAL OF CHINESE MEDICINE,AM J CHINESE MED,UNITED STATES,Yes,
AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,AM J CLIN DERMATOL,NEW ZEALAND,Yes,
AMERICAN JOURNAL OF CLINICAL HYPNOSIS,AM J CLIN HYPN,UNITED STATES,,Yes
AMERICAN JOURNAL OF CLINICAL NUTRITION,AM J CLIN NUTR,UNITED STATES,Yes,
AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,AM J CLIN ONCOL-CANC,UNITED STATES,Yes,
AMERICAN JOURNAL OF CLINICAL PATHOLOGY,AM J CLIN PATHOL,UNITED STATES,Yes,
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,AM J COMMUN PSYCHOL,UNITED STATES,,Yes
AMERICAN JOURNAL OF COMPARATIVE LAW,AM J COMP LAW,UNITED STATES,,Yes
AMERICAN JOURNAL OF CRIMINAL JUSTICE,AM J CRIM JUSTICE,UNITED STATES,,Yes
AMERICAN JOURNAL OF CRITICAL CARE,AM J CRIT CARE,UNITED STATES,Yes,
AMERICAN JOURNAL OF CULTURAL SOCIOLOGY,AM J CULT SOCIOL,ENGLAND,,Yes
AMERICAN JOURNAL OF DENTISTRY,AM J DENT,UNITED STATES,Yes,
AMERICAN JOURNAL OF DERMATOPATHOLOGY,AM J DERMATOPATH,UNITED STATES,Yes,
AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE,AM J DRUG ALCOHOL AB,UNITED STATES,Yes,Yes
AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,AM J ECON SOCIOL,UNITED STATES,,Yes
AMERICAN JOURNAL OF EDUCATION,AM J EDUC,UNITED STATES,,Yes
AMERICAN JOURNAL OF EMERGENCY MEDICINE,AM J EMERG MED,UNITED STATES,Yes,
AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,AM J ENOL VITICULT,UNITED STATES,Yes,
AMERICAN JOURNAL OF EPIDEMIOLOGY,AM J EPIDEMIOL,UNITED STATES,Yes,
AMERICAN JOURNAL OF EVALUATION,AM J EVAL,UNITED STATES,,Yes
AMERICAN JOURNAL OF FAMILY THERAPY,AM J FAM THER,UNITED STATES,,Yes
AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,AM J FOREN MED PATH,UNITED STATES,Yes,
AMERICAN JOURNAL OF GASTROENTEROLOGY,AM J GASTROENTEROL,UNITED STATES,Yes,
AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,AM J GERIAT PSYCHIAT,UNITED STATES,Yes,Yes
AMERICAN JOURNAL OF HEALTH BEHAVIOR,AM J HEALTH BEHAV,UNITED STATES,,Yes
AMERICAN JOURNAL OF HEALTH ECONOMICS,AM J HEALTH ECON,UNITED STATES,,Yes
AMERICAN JOURNAL OF HEALTH PROMOTION,AM J HEALTH PROMOT,UNITED STATES,,Yes
AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,AM J HEALTH-SYST PH,UNITED STATES,Yes,
AMERICAN JOURNAL OF HEMATOLOGY,AM J HEMATOL,UNITED STATES,Yes,
AMERICAN JOURNAL OF HOSPICE & PALLIATIVE MEDICINE,AM J HOSP PALLIAT ME,UNITED STATES,Yes,
AMERICAN JOURNAL OF HUMAN BIOLOGY,AM J HUM BIOL,UNITED STATES,Yes,Yes
AMERICAN JOURNAL OF HUMAN GENETICS,AM J HUM GENET,UNITED STATES,Yes,
AMERICAN JOURNAL OF HYPERTENSION,AM J HYPERTENS,ENGLAND,Yes,
AMERICAN JOURNAL OF INDUSTRIAL MEDICINE,AM J IND MED,UNITED STATES,Yes,
AMERICAN JOURNAL OF INFECTION CONTROL,AM J INFECT CONTROL,UNITED STATES,Yes,
AMERICAN JOURNAL OF INTERNATIONAL LAW,AM J INT LAW,UNITED STATES,,Yes
AMERICAN JOURNAL OF KIDNEY DISEASES,AM J KIDNEY DIS,UNITED STATES,Yes,
AMERICAN JOURNAL OF LAW & MEDICINE,AM J LAW MED,UNITED STATES,,Yes
AMERICAN JOURNAL OF MANAGED CARE,AM J MANAG CARE,UNITED STATES,Yes,Yes
AMERICAN JOURNAL OF MATHEMATICS,AM J MATH,UNITED STATES,Yes,
AMERICAN JOURNAL OF MEDICAL GENETICS PART A,AM J MED GENET A,UNITED STATES,Yes,
AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,AM J MED GENET B,UNITED STATES,Yes,
